CustomerID,Recency,Frequency,Monetary,Log_Frequency,Log_Monetary,Recency_scaled,Frequency_scaled,Monetary_scaled
12421,22,3,488.56,1.3862943611198906,6.193507028514138,-0.9028179215289763,0.23746677916904627,-0.1720317216477823
12422,3,3,683.5600000000001,1.3862943611198906,6.5287762961097995,-1.1415013109760703,0.23746677916904627,0.10231688071829427
12423,8,7,1440.67,2.0794415416798357,7.273557442833925,-1.0786898927005193,1.3437467993016512,0.7117663185915909
12424,70,2,1760.96,1.0986122886681098,7.474182104762846,-0.29982830608368627,-0.22168091388893896,0.8759361394495714
12426,102,1,510.73,0.6931471805599453,6.23779714219489,0.10216477087984042,-0.8688132409635588,-0.13578941744230663
12427,279,1,249.5,0.6931471805599453,5.523458920524919,2.3256889778343477,-0.8688132409635588,-0.7203276130760814
12428,28,8,6628.12,2.1972245773362196,8.799227344355417,-0.827444219598315,1.531731433318286,1.960211808857062
12429,80,3,2482.88,1.3862943611198906,7.8175771327077,-0.17420546953258417,0.23746677916904627,1.156933997236372
12431,27,11,4732.07,2.4849066497880004,8.462329319570808,-0.8400065032534253,1.9908791263762713,1.6845304053619523
12432,80,2,3316.6600000000003,1.0986122886681098,8.107014994131546,-0.17420546953258417,-0.22168091388893896,1.3937790660460307
12433,274,2,3787.12,1.0986122886681098,8.239625132790472,2.2628775595587967,-0.22168091388893896,1.5022930567901043
12434,168,1,286.25,0.6931471805599453,5.660352916728865,0.9312754921171142,-0.8688132409635588,-0.608308170315365
12435,175,1,3978.9900000000002,0.6931471805599453,8.289034585712512,1.0192114777028858,-0.8688132409635588,1.5427244821039872
12436,7,1,429.01000000000005,0.6931471805599453,6.063808464231149,-1.0912521763556295,-0.8688132409635588,-0.27816319052681393
12437,6,11,2505.41,2.4849066497880004,7.82660672941617,-1.1038144600107398,1.9908791263762713,1.1643228559130512
12438,48,1,770.0699999999999,0.6931471805599453,6.647779160622345,-0.5761985464961109,-0.8688132409635588,0.19969612991315494
12441,274,1,155.55,0.6931471805599453,5.053375447772415,2.2628775595587967,-0.8688132409635588,-1.1049937790802278
12444,29,2,2347.27,1.0986122886681098,7.761434165819086,-0.8148819359432049,-0.22168091388893896,1.1109925824176654
12447,151,1,431.49,0.6931471805599453,6.069559204717347,0.7177166699802408,-0.8688132409635588,-0.2734573979969091
12449,37,2,1456.88,1.0986122886681098,7.284738604654651,-0.7143836667023232,-0.22168091388893896,0.7209157886290428
12450,64,2,197.88,1.0986122886681098,5.292701627762401,-0.37520200801434755,-0.22168091388893896,-0.9091547644853971
12451,126,2,5307.82,1.0986122886681098,8.577124867318746,0.40365957860248547,-0.22168091388893896,1.7784668353495563
12453,42,1,707.09,0.6931471805599453,6.562571204258897,-0.6515722484267722,-0.8688132409635588,0.12997102833607263
12455,35,4,2077.36,1.6094379124341003,7.639334400157619,-0.7395082340125436,0.5936093984622887,1.0110791596972513
12456,39,2,1825.4,1.0986122886681098,7.5101020952155855,-0.6892590993921028,-0.22168091388893896,0.9053292277227161
12457,141,3,907.25,1.3862943611198906,6.811519671101311,0.5920938334291386,0.23746677916904627,0.33368389599372744
12458,192,1,361.92,0.6931471805599453,5.8941824243014285,1.2327702998397594,-0.8688132409635588,-0.416967046046715
12461,62,1,626.88,0.6931471805599453,6.442349065407006,-0.40032657532456795,-0.8688132409635588,0.031594055093018714
12462,211,1,594.11,0.6931471805599453,6.388746262408127,1.4714536892868533,-0.8688132409635588,-0.012268760580806087
12463,83,3,877.79,1.3862943611198906,6.778545961292321,-0.13651861856725356,0.23746677916904627,0.3067017294927673
12464,14,6,615.55,1.9459101490553132,6.424139422316539,-1.003316190769858,1.1306273985970903,0.016693225776686537
12465,77,1,410.94,0.6931471805599453,6.020877707676331,-0.21189232049791482,-0.8688132409635588,-0.3132931418754625
12468,95,2,657.54,1.0986122886681098,6.490025263453901,0.01422878529406896,-0.22168091388893896,0.07060716951920668
12471,15,18,9695.0,2.9444389791664403,9.179468708309095,-0.9907539071147479,2.724304073998053,2.2713607772983675
12472,46,5,4549.6,1.791759469228055,8.423014371383026,-0.6013231138063313,0.884599106243666,1.6523592458495908
12473,22,2,1013.75,1.0986122886681098,6.922397555719007,-0.9028179215289763,-0.22168091388893896,0.4244145284084403
12474,6,13,3984.06,2.6390573296152584,8.2903076475727,-1.1038144600107398,2.2369074187296953,1.5437662201212312
12476,49,6,2687.67,1.9459101490553132,7.896801926536317,-0.5636362628410007,1.1306273985970903,1.2217631168735303
12477,8,3,8834.03,1.3862943611198906,9.08647978033377,-1.0786898927005193,0.23746677916904627,2.1952685586214167
12480,51,3,1892.95,1.3862943611198906,7.546419874242333,-0.5385116955307803,0.23746677916904627,0.9350478237290895
12481,87,8,3671.2599999999998,2.1972245773362196,8.208562555333966,-0.08626948394681272,1.531731433318286,1.4768747571284782
12483,6,6,1290.06,1.9459101490553132,7.1632188653669955,-1.1038144600107398,1.1306273985970903,0.6214769976162466
12484,11,3,3210.65,1.3862943611198906,8.074540102753296,-1.0410030417351888,0.23746677916904627,1.3672050793352717
12489,244,1,298.93,0.6931471805599453,5.70354911409641,1.8860090499054905,-0.8688132409635588,-0.5729610105225758
12490,1,6,3210.59,1.9459101490553132,8.074521420592891,-1.1666258782862908,1.1306273985970903,1.3671897918481928
12492,13,1,108.39000000000001,0.6931471805599453,4.694919478131699,-1.0158784744249683,-0.8688132409635588,-1.398315904862745
12493,73,2,379.74,1.0986122886681098,5.942116727477643,-0.2621414551183556,-0.22168091388893896,-0.3777427259171225
12494,69,5,760.86,1.791759469228055,6.635762811772646,-0.31239058973879646,0.884599106243666,0.18986323190821816
12500,14,6,1647.8400000000001,1.9459101490553132,7.407827289349907,-1.003316190769858,1.1306273985970903,0.8216384371896864
12501,244,1,2025.39,0.6931471805599453,7.614011163815439,1.8860090499054905,-0.8688132409635588,0.9903573245356656
12502,3,5,2995.87,1.791759469228055,8.005323689665824,-1.1415013109760703,0.884599106243666,1.3105657508113029
12506,140,1,73.5,0.6931471805599453,4.310799125385514,0.5795315497740284,-0.8688132409635588,-1.7126390239246843
12507,42,3,1052.81,1.3862943611198906,6.960167447196852,-0.6515722484267722,0.23746677916904627,0.4553213783346974
12509,192,1,158.5,0.6931471805599453,5.072043922224899,1.2327702998397594,-0.8688132409635588,-1.0897174911249514
12510,50,2,814.5699999999999,1.0986122886681098,6.703887255287163,-0.5510739791858905,-0.22168091388893896,0.24560900902404545
12513,20,1,558.29,0.6931471805599453,6.32666812217548,-0.9279424888391967,-0.8688132409635588,-0.06306688810513231
12514,175,1,1017.68,0.6931471805599453,6.926262950537876,1.0192114777028858,-0.8688132409635588,0.4275775551712417
12515,261,1,278.7,0.6931471805599453,5.633717600207914,2.099567872042364,-0.8688132409635588,-0.630103671923683
12516,88,1,529.2,0.6931471805599453,6.273254293854925,-0.07370720029170251,-0.8688132409635588,-0.10677506706187098
12517,34,2,1431.45,1.0986122886681098,7.267141543965773,-0.7520705176676539,-0.22168091388893896,0.706516231400413
12518,18,1,288.83,0.6931471805599453,5.669294544197528,-0.9530670561494172,-0.8688132409635588,-0.6009912962800619
12520,50,4,1829.85,1.6094379124341003,7.512535618871933,-0.5510739791858905,0.5936093984622887,0.9073205638768812
12521,50,1,545.68,0.6931471805599453,6.3038636220966,-0.5510739791858905,-0.8688132409635588,-0.08172765820543025
12523,15,7,927.75,2.0794415416798357,6.833839596031969,-0.9907539071147479,1.3437467993016512,0.3519481414867759
12524,70,6,2744.48,1.9459101490553132,7.917711202044789,-0.29982830608368627,1.1306273985970903,1.2388730373663166
12526,2,1,484.3,0.6931471805599453,6.18476725641117,-1.1540635946311806,-0.8688132409635588,-0.17918341878555544
12527,202,2,266.92,1.0986122886681098,5.590688428485949,1.3583931363908615,-0.22168091388893896,-0.6653141557462804
12528,22,4,1089.3700000000001,1.6094379124341003,6.994272367164513,-0.9028179215289763,0.5936093984622887,0.48322920655299606
12530,31,3,1095.65,1.3862943611198906,7.000015357407435,-0.7897573686329845,0.23746677916904627,0.48792865711059336
12534,38,1,981.18,0.6931471805599453,6.889774590946187,-0.701821383047213,-0.8688132409635588,0.39771937422790643
12535,94,1,371.45,0.6931471805599453,5.920102800622285,0.0016665016389587487,-0.8688132409635588,-0.3957565752289545
12539,170,3,4517.69,1.3862943611198906,8.415977407810622,0.9564000594273346,0.23746677916904627,1.6466009455590966
12540,0,11,7874.86,2.4849066497880004,8.97155766408046,-1.1791881619414009,1.9908791263762713,2.101228558471236
12541,81,2,480.14,1.0986122886681098,6.1761582880469925,-0.16164318587747398,-0.22168091388893896,-0.1862280800975323
12545,167,1,544.15,0.6931471805599453,6.3010609861523905,0.9187132084620041,-0.8688132409635588,-0.08402103647940329
12547,105,2,151.79999999999998,1.0986122886681098,5.02912987673242,0.13985162184517105,-0.22168091388893896,-1.1248337679229032
12548,74,1,67.19999999999999,0.6931471805599453,4.222444564849416,-0.24957917146324543,-0.8688132409635588,-1.7849389706796635
12551,265,1,168.0,0.6931471805599453,5.1298987149230735,2.1498170066628046,-0.8688132409635588,-1.042375300679791
12553,18,7,2113.59,2.0794415416798357,7.656616219260478,-0.9530670561494172,1.3437467993016512,1.0252207568415823
12556,59,1,308.75,0.6931471805599453,5.7357655205092515,-0.4380134262898986,-0.8688132409635588,-0.5465985403325556
12557,66,4,9000.960000000001,1.6094379124341003,9.105197610385996,-0.3500774407041271,0.5936093984622887,2.2105852339343097
12559,218,2,525.71,1.0986122886681098,6.266650112449227,1.5593896748726248,-0.22168091388893896,-0.11217922459595892
12560,51,1,1292.31,0.6931471805599453,7.164960102549351,-0.5385116955307803,-0.8688132409635588,0.6229018403726164
12561,210,1,238.85,0.6931471805599453,5.480013727948073,1.458891405631743,-0.8688132409635588,-0.7558785239855699
12562,34,3,1443.23,1.3862943611198906,7.2753315865474875,-0.7520705176676539,0.23746677916904627,0.71321808854266
12564,169,1,402.9,0.6931471805599453,6.001167322569367,0.9438377757722245,-0.8688132409635588,-0.3294220183602413
12565,196,1,145.92,0.6931471805599453,4.989888220951467,1.2830194344602002,-0.8688132409635588,-1.156944952748287
12567,4,9,7165.98,2.302585092994046,8.877239645422145,-1.12893902732096,1.6998894185948943,2.024048753765565
12569,0,15,1645.68,2.772588722239781,7.406516418647069,-1.1791881619414009,2.4500268194342567,0.8205657604490316
12571,29,1,248.35,0.6931471805599453,5.518857531992132,-0.8148819359432049,-0.8688132409635588,-0.7240928985791831
12573,135,1,160.54000000000002,0.6931471805599453,5.08475279001415,0.5167201314984774,-0.8688132409635588,-1.0793179094972036
12574,223,1,182.45000000000002,0.6931471805599453,5.211942150801291,1.622201093148176,-0.8688132409635588,-0.9752397050795246
12576,3,4,936.55,1.6094379124341003,6.843270089755728,-1.1415013109760703,0.5936093984622887,0.3596650515134221
12577,267,1,195.89,0.6931471805599453,5.282645197153741,2.174941573973025,-0.8688132409635588,-0.9173838744842435
12578,238,1,1412.66,0.6931471805599453,7.253937364926463,1.8106353479748292,-0.8688132409635588,0.6957113398849906
12580,154,1,379.7,0.6931471805599453,5.942011663388452,0.7554035209455713,-0.8688132409635588,-0.3778286991595709
12582,146,2,351.36,1.0986122886681098,5.864653380241595,0.6549052517046896,-0.22168091388893896,-0.4411304655725146
12583,14,9,3908.21,2.302585092994046,8.271090586529557,-1.003316190769858,1.6998894185948943,1.5280410274229008
12584,35,4,698.59,1.6094379124341003,6.5504944491600705,-0.7395082340125436,0.5936093984622887,0.12008870030093563
12585,142,2,1824.1,1.0986122886681098,7.509390059035975,0.6046561170842488,-0.22168091388893896,0.9047465732727239
12589,52,1,113.5,0.6931471805599453,4.740574822994295,-0.52594941187567,-0.8688132409635588,-1.3609564410997252
12590,119,1,9341.26,0.6931471805599453,9.142303471974278,0.315723593016714,-0.8688132409635588,2.24094871263708
12591,225,1,368.85,0.6931471805599453,5.913097518033877,1.6473256604583963,-0.8688132409635588,-0.4014889511818468
12592,0,2,401.6,1.0986122886681098,5.9979435132056915,-1.1791881619414009,-0.22168091388893896,-0.3320600400302913
12593,16,3,382.09999999999997,1.3862943611198906,5.9482960517066035,-0.9781916234596376,0.23746677916904627,-0.3726862261730819
12594,29,7,2399.9,2.0794415416798357,7.78359894604111,-0.8148819359432049,1.3437467993016512,1.1291298740318707
12596,150,1,213.95,0.6931471805599453,5.370405442942291,0.7051543863251305,-0.8688132409635588,-0.8455702515176763
12597,91,2,1120.81,1.0986122886681098,7.022698731279468,-0.03602034932637188,-0.22168091388893896,0.5064903104448464
12598,69,3,1422.3799999999999,1.3862943611198906,7.260789603902328,-0.31239058973879646,0.23746677916904627,0.7013184812719373
12599,34,6,731.04,1.9459101490553132,6.595835157277081,-0.7520705176676539,1.1306273985970903,0.15719069891654358
12600,20,8,1720.5600000000002,2.1972245773362196,7.450986135496803,-0.9279424888391967,1.531731433318286,0.8569550327280925
12601,97,5,487.06,1.791759469228055,6.190438349114987,0.03935335260428938,0.884599106243666,-0.17454280150399498
12604,169,1,160.5,0.6931471805599453,5.084505142662711,0.9438377757722245,-0.8688132409635588,-1.0795205576708171
12609,94,2,674.73,1.0986122886681098,6.515793587974207,0.0016665016389587487,-0.22168091388893896,0.09169321736415066
12610,14,2,1104.25,1.0986122886681098,7.007826832706352,-1.003316190769858,-0.22168091388893896,0.49432073517382874
12613,105,3,1336.52,1.3862943611198906,7.1985724319293904,0.13985162184517105,0.23746677916904627,0.6504065850031421
12614,185,1,315.6,0.6931471805599453,5.757639147446912,1.1448343142539879,-0.8688132409635588,-0.5286994975062942
12615,76,1,580.74,0.6931471805599453,6.366023612520263,-0.224454604153025,-0.8688132409635588,-0.03086255321648305
12616,3,2,641.3,1.0986122886681098,6.465055484263747,-1.1415013109760703,-0.22168091388893896,0.050174565984337165
12619,24,5,1925.46,1.791759469228055,7.563439400808872,-0.8776933542187559,0.884599106243666,0.9489747886428361
12620,112,1,561.66,0.6931471805599453,6.332675538076368,0.22778760743094253,-0.8688132409635588,-0.05815105979775491
12621,8,15,9223.04,2.772588722239781,9.129568398452935,-1.0786898927005193,2.4500268194342567,2.230527687033793
12622,140,1,162.1,0.6931471805599453,5.094363509626968,0.5795315497740284,-0.8688132409635588,-1.071453521829293
12623,184,1,269.1,0.6931471805599453,5.59879226079857,1.1322720305988776,-0.8688132409635588,-0.6586828438914226
12624,14,2,569.13,1.0986122886681098,6.345864404999985,-1.003316190769858,-0.22168091388893896,-0.04735869808433287
12625,119,2,2413.82,1.0986122886681098,7.789380029147374,0.315723593016714,-0.22168091388893896,1.1338604957251135
12626,20,6,4288.0,1.9459101490553132,8.36380888451688,-0.9279424888391967,1.1306273985970903,1.6039117913882428
12627,4,4,2493.83,1.6094379124341003,7.821975869591693,-1.12893902732096,0.5936093984622887,1.1605334542488022
12633,37,3,1732.75,1.3862943611198906,7.458041971629041,-0.7143836667023232,0.23746677916904627,0.8627287763082466
12635,62,1,629.64,0.6931471805599453,6.446735176751653,-0.40032657532456795,-0.8688132409635588,0.035183180710929546
12637,1,6,4192.2,1.9459101490553132,8.341219444578417,-1.1666258782862908,1.1306273985970903,1.585427003564434
12639,146,1,366.1,0.6931471805599453,5.905634290502789,0.6549052517046896,-0.8688132409635588,-0.40759606042265945
12641,23,1,145.9,0.6931471805599453,4.989752083179832,-0.8902556378738662,-0.8688132409635588,-1.1570563533775333
12642,15,1,330.45,0.6931471805599453,5.8034769686874,-0.9907539071147479,-0.8688132409635588,-0.4911907145420281
12643,36,6,3041.64,1.9459101490553132,8.020480838593503,-0.7269459503574334,1.1306273985970903,1.3229687445422353
12644,37,1,477.91,0.6931471805599453,6.171512688316606,-0.7143836667023232,-0.8688132409635588,-0.19002954332833688
12645,17,3,1220.8600000000001,1.3862943611198906,7.108129566883544,-0.9656293398045274,0.23746677916904627,0.5763977926158947
12647,34,9,2472.71,2.302585092994046,7.813474327003324,-0.7520705176676539,1.6998894185948943,1.1535766987316591
12648,62,1,300.05,0.6931471805599453,5.707276363910457,-0.40032657532456795,-0.8688132409635588,-0.5699110268945324
12649,15,3,569.51,1.3862943611198906,6.346530697632295,-0.9907539071147479,0.23746677916904627,-0.04681347527357011
12651,242,1,114.0,0.6931471805599453,4.74493212836325,1.86088448259527,-0.8688132409635588,-1.3573908872193234
12652,239,1,793.98,0.6931471805599453,6.678316957105179,1.8231976316299394,-0.8688132409635588,0.22468500480910636
12653,56,2,2209.85,1.0986122886681098,7.701132335950876,-0.47570027725522923,-0.22168091388893896,1.0616479978003477
12654,105,3,301.75,1.3862943611198906,5.712907382433202,0.13985162184517105,0.23746677916904627,-0.5653032020476819
12656,24,3,2514.67,1.3862943611198906,7.830294448645694,-0.8776933542187559,0.23746677916904627,1.1673404919278099
12662,15,7,2437.66,2.0794415416798357,7.799203987104629,-0.9907539071147479,1.3437467993016512,1.1418993749060302
12664,51,3,1757.48,1.3862943611198906,7.472205078519818,-0.5385116955307803,0.23746677916904627,0.8743183520797192
12665,232,1,45.0,0.6931471805599453,3.828641396489095,1.7352616460441679,-0.8688132409635588,-2.1071854730858535
12668,167,3,2438.4700000000003,1.3862943611198906,7.799536081578308,0.9187132084620041,0.23746677916904627,1.1421711255957396
12669,58,3,2564.0299999999997,1.3862943611198906,7.849725453442906,-0.4505757099450088,0.23746677916904627,1.183240753371136
12670,6,3,1490.47,1.3862943611198906,7.307517489773299,-1.1038144600107398,0.23746677916904627,0.7395555981784686
12672,237,1,225.89999999999998,0.6931471805599453,5.424509391785796,1.798073064319719,-0.8688132409635588,-0.8012973515464129
12673,234,1,220.9,0.6931471805599453,5.402226829938548,1.7603862133543884,-0.8688132409635588,-0.8195310230778604
12674,78,2,904.8,1.0986122886681098,6.808818531122114,-0.1993300368428046,-0.22168091388893896,0.3314735711900189
12676,31,4,838.0500000000001,1.6094379124341003,6.732270299447171,-0.7897573686329845,0.5936093984622887,0.26883466448610177
12678,8,6,7474.26,1.9459101490553132,8.919354180262681,-1.0786898927005193,1.1306273985970903,2.058510796337069
12679,113,2,798.38,1.0986122886681098,6.683836427200176,0.24034989108605273,-0.22168091388893896,0.2292015503225772
12680,21,1,275.78,0.6931471805599453,5.623222966797784,-0.9153802051840866,-0.8688132409635588,-0.6386913603481582
12681,59,15,8948.58,2.772588722239781,9.099361882793476,-0.4380134262898986,2.4500268194342567,2.2058098970229407
12682,8,20,7373.92,3.044522437723423,8.90584033369156,-1.0786898927005193,2.884039745804315,2.047452505948675
12683,0,12,5956.19,2.5649493574615367,8.692354172369331,-1.1791881619414009,2.118629264788455,1.8727582060407941
12684,78,4,1271.48,1.6094379124341003,7.148723031208825,-0.1993300368428046,0.5936093984622887,0.6096151533441952
12685,0,2,1462.42,1.0986122886681098,7.288531441159875,-1.1791881619414009,-0.22168091388893896,0.7240194414084147
12686,279,1,71.14,0.6931471805599453,4.278608675475393,2.3256889778343477,-0.8688132409635588,-1.738980254081895
12688,21,1,4873.8099999999995,0.6931471805599453,8.491836408313453,-0.9153802051840866,-0.8688132409635588,1.70867585899834
12689,35,1,475.03,0.6931471805599453,6.165480877455499,-0.7395082340125436,-0.8688132409635588,-0.19496533386872436
12690,113,1,335.01,0.6931471805599453,5.817140921425089,0.24034989108605273,-0.8688132409635588,-0.4800095932801114
12691,53,3,484.3,1.3862943611198906,6.18476725641117,-0.5133871282205599,0.23746677916904627,-0.17918341878555544
12693,35,4,711.91,1.6094379124341003,6.569355185237995,-0.7395082340125436,0.5936093984622887,0.13552231466016926
12694,91,1,385.5,0.6931471805599453,5.957131868027477,-0.03602034932637188,-0.8688132409635588,-0.3654559366932883
12695,15,2,333.90000000000003,1.0986122886681098,5.813831979800159,-0.9907539071147479,-0.22168091388893896,-0.48271727811093657
12697,39,2,573.91,1.0986122886681098,6.354213506807414,-0.6892590993921028,-0.22168091388893896,-0.04052668384006071
12700,64,2,1951.05,1.0986122886681098,7.576635381399084,-0.37520200801434755,-0.22168091388893896,0.95977297142212
12701,150,1,301.08,0.6931471805599453,5.710691882957136,0.7051543863251305,-0.8688132409635588,-0.5671161304713351
12704,13,3,900.92,1.3862943611198906,6.804525824333265,-1.0158784744249683,0.23746677916904627,0.32796087789625583
12705,66,4,3928.52,1.6094379124341003,8.276272559999347,-0.3500774407041271,0.5936093984622887,1.532281401702149
12707,199,1,603.42,0.6931471805599453,6.404269320519532,1.3207062854255307,-0.8688132409635588,0.00043365419121393835
12708,9,7,1833.77,2.0794415416798357,7.514674412033426,-1.066127609045409,1.3437467993016512,0.9090707240356509
12709,4,11,6930.79,2.4849066497880004,8.843873356089253,-1.12893902732096,1.9908791263762713,1.9967453420622858
12710,4,3,1023.02,1.3862943611198906,6.931491336658721,-1.12893902732096,0.23746677916904627,0.4318559086128514
12712,14,11,3499.08,2.4849066497880004,8.160541104359142,-1.003316190769858,1.9908791263762713,1.4375791245373553
12714,14,4,3065.7,1.6094379124341003,8.028357343875166,-1.003316190769858,0.5936093984622887,1.3294140362060074
12715,14,1,263.36,0.6931471805599453,5.577311810602252,-1.003316190769858,-0.8688132409635588,-0.6762601528163228
12716,41,1,623.9,0.6931471805599453,6.437591636935036,-0.6641345320818823,-0.8688132409635588,0.027701083149894605
12717,59,2,830.98,1.0986122886681098,6.723808402070742,-0.4380134262898986,-0.22168091388893896,0.2619103503810936
12720,2,17,3275.84,2.8903717578961645,8.09463482236188,-1.1540635946311806,2.6380114534508907,1.3836484541757048
12721,91,4,1500.91,1.6094379124341003,7.314492910422274,-0.03602034932637188,0.5936093984622887,0.7452635383057745
12722,22,3,929.65,1.3862943611198906,6.835883266744342,-0.9028179215289763,0.23746677916904627,0.35362046358076593
12724,81,2,244.36,1.0986122886681098,5.5027265198059965,-0.16164318587747398,-0.22168091388893896,-0.7372927981099496
12725,279,1,371.8,0.6931471805599453,5.921042082811436,2.3256889778343477,-0.8688132409635588,-0.3949879668871613
12726,92,5,1359.32,1.791759469228055,7.215475245170425,-0.02345806567126167,0.884599106243666,0.6642380441821719
12727,3,6,2869.7,1.9459101490553132,7.962311181453327,-1.1415013109760703,1.1306273985970903,1.2753689026272057
12728,165,3,527.31,1.3862943611198906,6.269683232630157,0.8935886411517836,0.23746677916904627,-0.1096972426105122
